key,name,npc,lvmin,exp,parent,job
23957,엘레오노르님의 애완동물을 잡아주세요,2154002,80,120000, ,[]
23958,모든 것은 임무를 위해,2154003,80,102822, ,[]
23959,무사도 배가 고프다,2154000,80,102822, ,[]
23960,불쾌한 기계인형,2154006,80,102822, ,[]
23961,나는 감정없는 인형,2154007,80,102822, ,[]
23962,누나는 괜찮은지 봐줘,2154007,80,95967, ,[]
23963,잡일 담당은 지겨워,2154008,77,95967, ,[]
23964,실험에 필요한 것1,2154009,82,99398, ,[]
23965,실험에 필요한 것2,2154009,82,106250, ,[]
23966,실험에 필요한 것3,2154009,82,102822, ,[]
23967,젝트의 마음,2154007,82,102822, ,[]
23968,뮈스카데의 배려,2154003,82,150000, ,[]
23969,도둑이 든 것 같아,2154011,82,102822, ,[]
23970,이래도 괜찮은 걸까?,2154010,82,102822, ,[]
23971,탈출 계획,2154010,82,100000, ,[]
23972,흔적 지우기,2154010,82,109677, ,[]
23973,고장난 방어 시스템 격퇴,2154012,82,109677, ,[]
23974,실패작은 없애버려1,2154009,82,102822, ,[]
23975,실패작은 없애버려2,2154012,82,180000, ,[]
23976,세포 샘플이 필요해,2154009,82,193518, ,[]
23985,의회장의 명령1,2152007,35,1800, ,[]
23986,의회장의 명령2,2152007,45,7550, ,[]
23987,의회장의 명령3,2152007,55,15600, ,[]
24000,아스틸라의 부탁,1033204,0,15600, ,[2002]
24001,다니카의 부탁,1033203,0,15600, ,[2002]
24002,필리우스의 부탁,1033202,0,15600, ,[2002]
24003,평화의 음악,1033206,0,15600, ,[2002]
24004,에우렐의 결계,1033205,0,15600, ,[2002]
24005,긴 잠을 청하며...,0,0,750, ,[2002]
24010,고대 요정의 알현,0,30,750, ,[2300]
24011,왕의 의무,1033210,30,750, ,"[2300, 2310, 2311, 2312, 2313]"
24012,엘프의 영웅 3차 전직,1033210,60,750, ,[2310]
24013,엘프의 영웅 4차 전직,1033210,100,750, ,[2311]
24014,고귀한 자의 표식,1033210,60,750, ,"[2311, 2312, 2313]"
24015,엘프의 영웅,1033210,100,750, ,"[2312, 2313]"
24020,끝나지 않은 싸움,1033210,200,750, ,"[2300, 2310, 2311, 2312, 2313]"
24030,에우렐의 방문자,1033100,50,750, ,"[2300, 2310, 2311, 2312, 2313]"
24031,엘프의 친구,1033240,50,750, ,"[2300, 2310, 2311, 2312, 2313]"
24040,깨어나다,0,10,500, ,"[2300, 2310, 2311, 2312, 2313]"
24041,저주의 여파,0,10,500, ,"[2300, 2310, 2311, 2312, 2313]"
24042,어린 엘프를 위한 수련1,0,10,700, ,"[2300, 2310, 2311, 2312, 2313]"
24043,어린 엘프를 위한 수련2,0,10,900, ,"[2300, 2310, 2311, 2312, 2313]"
24044,어린 엘프를 위한 수련3,0,10,1200, ,"[2300, 2310, 2311, 2312, 2313]"
24045,세상 속으로,0,10,700, ,"[2300, 2310, 2311, 2312, 2313]"
24046,낯선 세계,0,15,600, ,"[2300, 2310, 2311, 2312, 2313]"
24047,"수백년, 세월의 흐름1",0,15,650, ,"[2300, 2310, 2311, 2312, 2313]"
24048,"수백년, 세월의 흐름2",1032106,15,650, ,"[2300, 2310, 2311, 2312, 2313]"
24049,"수백년, 세월의 흐름3",1032100,15,650, ,"[2300, 2310, 2311, 2312, 2313]"
24050,변한 세계,1032101,15,700, ,"[2300, 2310, 2311, 2312, 2313]"
24051,결심,0,15,2000, ,"[2300, 2310, 2311, 2312, 2313]"
24052,심부름꾼이 된 왕,1032112,15,800, ,"[2300, 2310, 2311, 2312, 2313]"
24053,베티의 부탁1,1032104,20,2500, ,"[2300, 2310, 2311, 2312, 2313]"
24054,베티의 부탁2,1032104,20,2700, ,"[2300, 2310, 2311, 2312, 2313]"
24055,베티의 부탁3,1032104,20,3000, ,[]
24056,브루스의 스승,1012111,20,1200, ,"[2300, 2310, 2311, 2312, 2313]"
24057,윈스턴의 부탁1,1022006,20,4000, ,"[2300, 2310, 2311, 2312, 2313]"
24058,윈스턴의 부탁2,1022006,20,2500, ,"[2300, 2310, 2311, 2312, 2313]"
24059,브루스의 동료,1012111,20,1800, ,"[2300, 2310, 2311, 2312, 2313]"
24060,브루스의 부탁1,1012111,15,1750, ,"[2300, 2310, 2311, 2312, 2313]"
24061,브루스의 부탁2,1012111,15,1850, ,"[2300, 2310, 2311, 2312, 2313]"
24062,필리우스의 부름,1033100,25,2000, ,"[2300, 2310, 2311, 2312, 2313]"
24063,다니카의 부름,1033101,25,2000, ,"[2300, 2310, 2311, 2312, 2313]"
24064,아스틸라의 부름,1033102,25,2000, ,"[2300, 2310, 2311, 2312, 2313]"
24065,세 장로와 왕,1033100,25,4000, ,"[2300, 2310, 2311, 2312, 2313]"
24066,깨어나지 않는 자들,1033100,25,3000, ,"[2300, 2310, 2311, 2312, 2313]"
24067,미스텔테인을 가진 소녀,1033100,25,3200, ,"[2300, 2310, 2311, 2312, 2313]"
24068,헬레나를 찾아라,1032104,25,3800, ,"[2300, 2310, 2311, 2312, 2313]"
24069,과거의 기억,1033220,25,3500, ,"[2300, 2310, 2311, 2312, 2313]"
24070,재회,1012100,25,5000, ,"[2300, 2310, 2311, 2312, 2313]"
24071,습격자1,1012100,25,6000, ,"[2300, 2310, 2311, 2312, 2313]"
24072,습격자2,1012100,25,7000, ,"[2300, 2310, 2311, 2312, 2313]"
24073,협력의 필요성,1033232,25,8000, ,"[2300, 2310, 2311, 2312, 2313]"
24074,시그너스,1101000,25,10000, ,"[2300, 2310, 2311, 2312, 2313]"
24075,모자라는 것과 완성한 것,0,25,12000, ,"[2300, 2310, 2311, 2312, 2313]"
24076,아스틸라의 연락,1033100,43,5176, ,"[2300, 2310, 2311, 2312, 2313]"
24077,수원의 위협,1033102,43,12939, ,"[2300, 2310, 2311, 2312, 2313]"
24078,깨끗한 물을 찾아서,1033102,43,10000, ,"[2300, 2310, 2311, 2312, 2313]"
24079,기묘한 도전장,1033224,55,50000, ,"[2300, 2310, 2311, 2312, 2313]"
24080,블랙윙이라는 이름을 가진 자들,1012100,55,13032, ,"[2300, 2310, 2311, 2312, 2313]"
24081,소득 없는 조사,1022002,55,27693, ,"[2300, 2310, 2311, 2312, 2313]"
24082,헬레나의 편지,1033226,65,11968, ,"[2300, 2310, 2311, 2312, 2313]"
24083,레드티의 부탁,1033227,65,38296, ,"[2300, 2310, 2311, 2312, 2313]"
24084,소생의 불꽃이 있는 곳,1033227,65,76593, ,"[2300, 2310, 2311, 2312, 2313]"
24085,거짓 정보,0,63,19148, ,"[2300, 2310, 2311, 2312, 2313]"
24086,또다른 자신?,1033107,73,22151, ,"[2300, 2310, 2311, 2312, 2313]"
24087,협박,1033229,73,22151, ,"[2300, 2310, 2311, 2312, 2313]"
24088,아이를 찾아라1,2154002,73,57593, ,"[2300, 2310, 2311, 2312, 2313]"
24089,깜찍이를 위한 약,2152004,73,57593, ,"[2300, 2310, 2311, 2312, 2313]"
24090,아이를 찾아라2,2154002,73,35442, ,"[2300, 2310, 2311, 2312, 2313]"
24091,윙 마스터,1033230,73,115185, ,"[2300, 2310, 2311, 2312, 2313]"
24092,적과 동료,1033100,73,35442, ,"[2300, 2310, 2311, 2312, 2313]"
24097,아르콘의 피,1022006,20,1742, ,"[2300, 2310, 2311, 2312, 2313]"
24098,시그너스의 사과,1033107,73,35442, ,"[2300, 2310, 2311, 2312, 2313]"
24099,기사와 엘프,1033109,28,6000, ,"[2300, 2310, 2311, 2312, 2313]"
24100,엘프의 나이,0,28,6000, ,"[2300, 2310, 2311, 2312, 2313]"
24101,뮤네의 우울,1033106,74,38277, ,"[2300, 2310, 2311, 2312, 2313]"
24104,조언,1101002,75,38277, ,"[2300, 2310, 2311, 2312, 2313]"
24105,"영웅의 증표, 메르세데스",1033210,60,38277, ,[2311]
24106,"완전한 영웅의 증표, 메르세데스",1033210,100,38277, ,"[2312, 2313]"
24107,실버 히어로즈 엠블렘,9010010,60,38277, ,[2311]
24108,골드 히어로즈 엠블렘,9010010,100,38277, ,"[2311, 2312, 2313]"
25000,잠입 작전,1402000,0,38277, ,[2003]
25100,괴도의 비밀창고,0,30,38277, ,[2400]
25101,괴도의 기술,0,30,38277, ,"[2400, 2410, 2411, 2412, 2413]"
25110,또 다른 비밀창고,0,60,38277, ,[2410]
25111,괴도가 된 이유,0,60,38277, ,"[2400, 2410, 2411, 2412, 2413]"
25120,팬텀이라는 이름,0,100,38277, ,[2411]
25121,괴도의 가디언,0,100,38277, ,"[2400, 2410, 2411, 2412, 2413]"
25122,황제와 괴도,0,0,38277, ,"[2400, 2410, 2411, 2412, 2413]"
25200,스카이아의 의미,1101000,200,38277, ,"[2400, 2410, 2411, 2412, 2413]"
25300,부의 상징 라이딩,0,100,38277, ,"[2400, 2410, 2411, 2412, 2413]"
25301,베딘의 실수,1401000,0,38277, ,"[2400, 2410, 2411, 2412, 2413]"
25302,럭셔리 이동수단,2111008,0,38277, ,"[2400, 2410, 2411, 2412, 2413]"
25303,최고의 이동수단,0,200,38277, ,"[2400, 2410, 2411, 2412, 2413]"
25400,크리스탈 가든의 주인,0,10,500, ,"[2400, 2410, 2411, 2412, 2413]"
25401,허세는 괴도의 미학,1401000,10,800, ,"[2400, 2410, 2411, 2412, 2413]"
25402,돈과 수련의 상관관계,1401000,10,800, ,"[2400, 2410, 2411, 2412, 2413]"
25403,어디에나 한계는 있다,1401000,18,900, ,"[2400, 2410, 2411, 2412, 2413]"
25404,정보분석가 크리스틴,1401000,18,600, ,"[2400, 2410, 2411, 2412, 2413]"
25405,블랙윙 잠입,1401001,18,600, ,"[2400, 2410, 2411, 2412, 2413]"
25406,에델슈타인으로,0,18,1000, ,"[2400, 2410, 2411, 2412, 2413]"
25407,블랙윙의 감시자 조사,0,18,5000, ,"[2400, 2410, 2411, 2412, 2413]"
25408,감시자 레오나르,2152017,18,1400, ,"[2400, 2410, 2411, 2412, 2413]"
25409,감시자 와니1,2152018,19,1500, ,"[2400, 2410, 2411, 2412, 2413]"
25410,감시자 와니2,2152003,19,800, ,"[2400, 2410, 2411, 2412, 2413]"
25411,감시자 바반,2152016,21,2100, ,"[2400, 2410, 2411, 2412, 2413]"
25412,또 다른 감시자,2152016,22,1200, ,"[2400, 2410, 2411, 2412, 2413]"
25413,감시자 스테판,2153000,22,2800, ,"[2400, 2410, 2411, 2412, 2413]"
25414,블랙윙의 비서 조사,0,24,1000, ,"[2400, 2410, 2411, 2412, 2413]"
25415,비서 르티에1,2154002,24,3200, ,"[2400, 2410, 2411, 2412, 2413]"
25416,비서 르티에2,2154002,25,3200, ,"[2400, 2410, 2411, 2412, 2413]"
25417,방향 선회,0,25,1000, ,"[2400, 2410, 2411, 2412, 2413]"
25418,정보수집가 마오,1401002,25,2000, ,"[2400, 2410, 2411, 2412, 2413]"
25419,블랙윙의 간부 조사,1002104,25,4980, ,"[2400, 2410, 2411, 2412, 2413]"
25420,인형사 프란시스1,1404000,26,7230, ,"[2400, 2410, 2411, 2412, 2413]"
25421,인형사 프란시스2,1404000,26,5120, ,"[2400, 2410, 2411, 2412, 2413]"
25422,인형사 프란시스3,1404000,26,8100, ,"[2400, 2410, 2411, 2412, 2413]"
25423,블랙윙이라는 자들,1404000,26,9750, ,"[2400, 2410, 2411, 2412, 2413]"
25424,"그들이 아는 것, 모르는 것",0,26,2500, ,"[2400, 2410, 2411, 2412, 2413]"
25425,정보 분석,0,26,2500, ,"[2400, 2410, 2411, 2412, 2413]"
25426,긴급 요청,1002104,42,11980, ,"[2400, 2410, 2411, 2412, 2413]"
25427,의혹,1404001,42,4792, ,"[2400, 2410, 2411, 2412, 2413]"
25428,알케스터의 기억,1401002,44,3493, ,"[2400, 2410, 2411, 2412, 2413]"
25429,알케스터의 연구실,2020005,44,24454, ,"[2400, 2410, 2411, 2412, 2413]"
25430,사라진 엘나스의 봉인석,2020005,44,10000, ,"[2400, 2410, 2411, 2412, 2413]"
25431,핼리오스탑 도서관,1401002,54,7542, ,"[2400, 2410, 2411, 2412, 2413]"
25432,소실된 기록,2040052,54,52793, ,"[2400, 2410, 2411, 2412, 2413]"
25433,의문의 적,0,54,12067, ,"[2400, 2410, 2411, 2412, 2413]"
25434,빙의,1401002,65,11968, ,"[2400, 2410, 2411, 2412, 2413]"
25435,영혼을 보는 눈,1061011,65,38296, ,"[2400, 2410, 2411, 2412, 2413]"
25436,등 뒤의 영혼,1061011,65,40000, ,"[2400, 2410, 2411, 2412, 2413]"
25437,윙 마스터 스우,1404005,65,76593, ,"[2400, 2410, 2411, 2412, 2413]"
25438,유령을 없애는 방법,0,65,19148, ,"[2400, 2410, 2411, 2412, 2413]"
25439,어둠 속 스우,1401001,74,38277, ,"[2400, 2410, 2411, 2412, 2413]"
25440,위기,1404007,74,38277, ,"[2400, 2410, 2411, 2412, 2413]"
25441,아리아,1404015,74,100000, ,"[2400, 2410, 2411, 2412, 2413]"
25442,혼자만의 싸움이 아니에요,1404008,74,120000, ,"[2400, 2410, 2411, 2412, 2413]"
25444,시나몬의 부탁,1401003,35,5045, ,"[2400, 2410, 2411, 2412, 2413]"
25445,"영웅의 증표, 팬텀",1401000,60,5045, ,[2411]
25446,"완전한 영웅의 증표, 팬텀",1401000,100,5045, ,"[2412, 2413]"
25447,실버 히어로즈 엠블렘,9010010,60,5045, ,[2411]
25448,골드 히어로즈 엠블렘,9010010,100,5045, ,"[2411, 2412, 2413]"
25500,"빛 속의 어둠, 어둠 속의 빛",1032209,30,5045, ,"[2710, 2711, 2712, 2713]"
25501,빛과 어둠을 넘어…,1032209,60,5045, ,"[2711, 2712, 2713]"
25503,보이드 프레셔 사용해 보기,1032209,30,5045, ,"[2710, 2711, 2712, 2713]"
25504,스펙트럴 라이트 사용해 보기,1032209,60,5045, ,"[2711, 2712, 2713]"
25510,제 3의 길을 찾아서,1032209,30,5045, ,"[2700, 2710, 2711, 2712, 2713]"
25511,비보의 힘을 하나로,1032209,60,5045, ,"[2710, 2711, 2712, 2713]"
25512,갑자기 찾아온 깨달음,0,100,5045, ,"[2711, 2712, 2713]"
25513,수백 년만의 재회,1032209,30,5045, ,[2700]
25514,숨겨진 오로라의 비보,1032209,60,5045, ,"[2710, 2711, 2712]"
25515,바람에 실려온 초대,1032212,75,5045, ,"[2700, 2710, 2711, 2712, 2713]"
25516,라니아의 부름,1032205,200,5045, ,"[2712, 2713]"
25517,빛을 되찾은 자,1032204,10,5045, ,"[2700, 2710, 2711, 2712, 2713]"
25518,어둠에 물든 자,1032204,10,5045, ,"[2700, 2710, 2711, 2712, 2713]"
25519,어둠을 극복한 자,1032204,30,5045, ,"[2710, 2711, 2712, 2713]"
25520,어둠을 흡수한 자,1032204,60,5045, ,"[2711, 2712, 2713]"
25521,빛과 어둠의 수호자,1032204,100,5045, ,"[2712, 2713]"
25522,운명의 대적자,1032204,200,5045, ,"[2712, 2713]"
25530,여정의 시작,1032205,10,5045, ,"[2700, 2710, 2711, 2712, 2713]"
25531,광채를 발하다,0,10,5045, ,"[2700, 2710, 2711, 2712, 2713]"
25532,재활 훈련,0,10,1072, ,"[2700, 2710, 2711, 2712, 2713]"
25533,돌아온 빛의 수호자,0,10,1072, ,"[2700, 2710, 2711, 2712, 2713]"
25534,수백 년의 시간이 흐른 사이,1032100,10,950, ,"[2700, 2710, 2711, 2712, 2713]"
25535,마법도서관,1032100,10,1000, ,"[2700, 2710, 2711, 2712, 2713]"
25536,도서관의 서동,1032207,10,1050, ,"[2700, 2710, 2711, 2712, 2713, 2004]"
25537,빛의 문양,1032207,10,1068, ,"[2700, 2710, 2711, 2712, 2713]"
25538,도둑맞은 청소 도구,1032207,10,1200, ,"[2700, 2710, 2711, 2712, 2713]"
25539,오로라의 유산,1032207,15,700, ,"[2700, 2710, 2711, 2712, 2713, 3500, 3510, 3511, 3512, 3513]"
25540,두루마리에 담긴 내용,0,15,758, ,"[2700, 2710, 2711, 2712, 2713]"
25541,로로의 두 번째 부탁,1032207,15,1500, ,"[2700, 2710, 2711, 2712, 2713]"
25542,돌아온 마법도서관장,1032001,15,940, ,"[2700, 2710, 2711, 2712, 2713, 2004]"
25543,하인즈의 제안,1032001,15,1001, ,"[2700, 2710, 2711, 2712, 2713, 2004]"
25544,혼자 노는 소녀,1012110,18,1690, ,"[2700, 2710, 2711, 2712, 2713, 2004]"
25545,괴팍한 약초꾼,1032003,18,1758, ,"[2700, 2710, 2711, 2712, 2713, 2004]"
25546,재료가 부족한 박사,1032104,18,1950, ,"[2700, 2710, 2711, 2712, 2713, 2004]"
25547,화가 난 요정,1032106,18,2540, ,"[2700, 2710, 2711, 2712, 2004]"
25548,두 번째 두루마리,0,22,2100, ,"[2700, 2710, 2711, 2712, 2713]"
25549,세레니티로 가는 길,0,22,2100, ,"[2700, 2710, 2711, 2712, 2713]"
25550,네 개의 모순,1032001,22,2208, ,"[2700, 2710, 2711, 2712, 2713, 2004]"
25551,차가운 불꽃의 거인,1032001,23,4540, ,"[2700, 2710, 2711, 2712, 2713, 2004]"
25552,뜨거운 냉기의 거인,1032001,23,6078, ,"[2700, 2710, 2711, 2712, 2713, 2004]"
25553,파멸로 완성되는 자,1032001,23,7924, ,"[2700, 2710, 2711, 2712, 2713, 2004]"
25554,어둠을 보는 자,1032001,23,9689, ,"[2700, 2710, 2711, 2712, 2713, 2004]"
25555,의식의 완성,1032001,28,7947, ,"[2700, 2710, 2711, 2712, 2713]"
25556,오로라 게이트,0,28,8000, ,"[2700, 2710, 2711, 2712, 2713]"
25557,예상하지 못한 재회,1032209,29,19136, ,"[2700, 2710, 2711, 2712, 2713]"
25558,어둠의 힘에 대하여,1032209,29,19136, ,"[2700, 2710, 2711, 2712, 2713]"
25559,초반 퀘스트 알리미,0,0,19136, ,[]
25560,어둠을 담다,0,10,19136, ,"[2700, 2710, 2711, 2712, 2713]"
25561,힘을 사용하다,0,10,1072, ,"[2700, 2710, 2711, 2712, 2713]"
25562,어둠을 키워나가는 방법,0,10,1072, ,"[2700, 2710, 2711, 2712, 2713]"
25563,시간이 흐르면 누구나 변한다,1032100,10,950, ,"[2700, 2710, 2711, 2712, 2713]"
25564,정보를 캐다,1032100,10,1000, ,"[2700, 2710, 2711, 2712, 2713]"
25565,원하지 않은 손님,1032208,10,1050, ,"[2700, 2710, 2711, 2712, 2713]"
25566,겁에 질린 서동,1032208,10,1068, ,"[2700, 2710, 2711, 2712, 2713]"
25567,일을 맡기다,1032208,10,1200, ,"[2700, 2710, 2711, 2712, 2713]"
25568,낡은 두루마리,0,15,700, ,"[2700, 2710, 2711, 2712, 2713]"
25569,분노에 잠기다,1032208,15,700, ,"[2700, 2710, 2711, 2712, 2713]"
25570,흘러나오는 어둠,0,15,1500, ,"[2700, 2710, 2711, 2712, 2713]"
25571,마법도서관장 하인즈,1032001,15,940, ,"[2700, 2710, 2711, 2712, 2713]"
25572,하인즈와의 거래,1032001,15,940, ,"[2700, 2710, 2711, 2712, 2713]"
25573,거래 시작,1032001,18,1690, ,"[2700, 2710, 2711, 2712, 2713]"
25574,"숲 속의 마물, 첫 번째",0,18,1758, ,"[2700, 2710, 2711, 2712, 2713]"
25575,"숲 속의 마물, 두 번째",0,18,1950, ,"[2700, 2710, 2711, 2712, 2713]"
25576,숲 속의 난폭한 무리,0,18,2540, ,"[2700, 2710, 2711, 2712]"
25577,두루마리의 뒷부분,1032001,22,2100, ,"[2700, 2710, 2711, 2712, 2713]"
25578,"조용한 현자들의 쉼터, 세레니티",0,22,2100, ,"[2700, 2710, 2711, 2712, 2713]"
25579,풀어야 하는 모순,1032001,22,2208, ,"[2700, 2710, 2711, 2712, 2713]"
25580,차가운 불꽃의 거인,1032001,23,4540, ,"[2700, 2710, 2711, 2712, 2713]"
25581,뜨거운 냉기의 거인,1032001,23,6078, ,"[2700, 2710, 2711, 2712, 2713]"
25582,파멸로 완성되는 자,1032001,23,7924, ,"[2700, 2710, 2711, 2712, 2713]"
25583,어둠을 보는 자,1032001,23,9689, ,"[2700, 2710, 2711, 2712, 2713]"
25584,비밀의 의식,1032001,28,7947, ,"[2700, 2710, 2711, 2712, 2713]"
25585,세레니티로,0,28,8000, ,"[2700, 2710, 2711, 2712, 2713]"
25586,"격돌, 빛과 어둠",1032209,29,9136, ,"[2700, 2710, 2711, 2712, 2713]"
25587,숨겨진 운명의 끈,1032209,29,9136, ,"[2700, 2710, 2711, 2712, 2713]"
25588,조화를 향해,1032209,30,1529, ,"[2710, 2711, 2712, 2713]"
25589,첫 번째 비보를 찾아서,1032209,30,1529, ,"[2710, 2711, 2712, 2713]"
25591,첫 번째 비보,0,30,5045, ,"[2710, 2711, 2712, 2713]"
25592,두 번째 비보를 찾아서,1032209,37,2642, ,"[2710, 2711, 2712, 2713]"
25593,두 번째 비보,0,37,7265, ,"[2710, 2711, 2712, 2713]"
25594,세 번째 비보를 찾아서,1032209,42,2995, ,"[2710, 2711, 2712, 2713]"
25595,커닝시티의 정보상,1052002,42,11980, ,"[2710, 2711, 2712, 2713]"
25596,도적들의 수장,1052001,42,2995, ,"[2710, 2711, 2712, 2713]"
25597,세 번째 비보,0,42,4792, ,"[2710, 2711, 2712, 2713]"
25598,네 번째 비보를 찾아서,1032209,46,20560, ,"[2710, 2711, 2712]"
25599,도움이 필요한 요정,2012011,46,16321, ,"[2710, 2711, 2712]"
25600,스카이로드의 골칫거리 1,2012011,46,45560, ,"[2710, 2711, 2712]"
25601,스카이로드의 골칫거리 2,2012011,46,62650, ,"[2710, 2711, 2712]"
25602,스카이로드의 골칫거리 3,2012011,46,65400, ,"[2710, 2711, 2712]"
25603,스카이로드의 골칫거리 4,2012011,46,83190, ,"[2710, 2711, 2712]"
25604,네 번째 비보,0,46,20560, ,"[2710, 2711, 2712]"
25605,네 번째 비보를 찾아서,1032209,50,5544, ,"[2710, 2711, 2712, 2713]"
25606,비보의 행방,2170003,50,22205, ,"[2710, 2711, 2712]"
25607,비보에 담긴 힘,2170002,50,32626, ,"[2710, 2711, 2712]"
25608,네 번째 비보,0,50,19957, ,"[2710, 2711, 2712, 2713]"
25609,마지막 비보를 찾아서,1032209,56,8797, ,"[2710, 2711, 2712, 2713]"
25610,가문에 내려오는 가보,1061019,56,8797, ,"[2710, 2711, 2712, 2713]"
25611,여덟 번째 동화책의 흔적 1,2040052,56,128000, ,"[2710, 2711, 2712]"
25612,여덟 번째 동화책의 흔적 2,2040052,56,143500, ,"[2710, 2711, 2712]"
25613,여덟 번째 동화책의 흔적 3,2040052,56,155000, ,"[2710, 2711, 2712]"
25614,가보의 정체,1022002,56,29909, ,"[2710, 2711, 2712, 2713]"
25615,마지막 비보,0,56,29909, ,"[2710, 2711, 2712, 2713]"
25616,균형을 이루다,1032209,60,11081, ,"[2711, 2712, 2713]"
25617,예기치 않은 조우,1032209,60,50000, ,"[2711, 2712, 2713]"
25618,"소녀, 재회하다",1032205,60,15000, ,"[2711, 2712, 2713]"
25619,다가온 위협,1032205,60,11081, ,"[2711, 2712, 2713]"
25620,소녀를 지키려면?,1032205,60,11081, ,"[2711, 2712, 2713]"
25621,수호자 로봇,1032209,60,11081, ,"[2711, 2712, 2713]"
25622,수호자 로봇의 첫 번째 재료,0,60,37676, ,"[2711, 2712, 2713]"
25623,수호자 로봇의 두 번째 재료,0,60,37676, ,"[2711, 2712, 2713]"
25624,수호자 로봇의 세 번째 재료,0,60,37676, ,"[2711, 2712, 2713]"
25625,수호자 로봇 만들기,1032209,60,17730, ,"[2711, 2712, 2713]"
25626,정보의 필요성,1032209,63,11081, ,"[2711, 2712, 2713]"
25627,조직의 힘을 빌리다,2050012,63,11081, ,"[2711, 2712, 2713]"
25628,첫 번째 거래,2050012,63,37676, ,"[2711, 2712, 2713, 3001]"
25629,두 번째 거래,2050012,63,37676, ,"[2711, 2712, 2713]"
25630,세 번째 거래,2050012,63,37676, ,"[2711, 2712, 2713]"
25631,거래의 대가,2050012,63,17730, ,"[2711, 2712, 2713]"
25632,아직은 뭔가 부족해,0,66,12925, ,"[2711, 2712, 2713]"
25633,빛의 결계,1032209,66,12925, ,"[2711, 2712, 2713]"
25634,잠든 신전,1061012,66,41360, ,"[2711, 2712, 2713]"
25635,코리의 연구 돕기 1,2154008,66,285000, ,"[2711, 2712]"
25636,코리의 연구 돕기 2,2154008,66,338589, ,"[2711, 2712]"
25637,수정을 품은 괴물,1061012,66,41360, ,"[2711, 2712, 2713]"
25638,수정을 가공하려면?,0,66,41360, ,"[2711, 2712, 2713]"
25639,전설로 내려온 수정,9031000,66,12925, ,"[2711, 2712, 2713]"
25640,수정 가공,9031004,66,20680, ,"[2711, 2712, 2713]"
25641,결계석 제작,0,66,20680, ,"[2711, 2712, 2713]"
25642,뜻밖의 결정,1032209,66,12925, ,"[2711, 2712, 2713]"
25643,준비 완료,1032205,66,20680, ,"[2711, 2712, 2713]"
25644,검은 마법사의 흔적 찾기,1032212,70,20680, ,"[2711, 2712]"
25645,계속 되는 검은 마법사의 흔적 찾기,1032212,70,20680, ,"[2711, 2712]"
25646,새로운 단체의 발견,1032212,74,23923, ,"[2711, 2712, 2713]"
25647,엘린 숲의 변고,1032212,95,99054, ,"[2711, 2712, 2713]"
25648,사라지지 않은 어둠의 기운,2131001,95,99054, ,"[2711, 2712, 2713]"
25649,구와르의 흔적,0,95,198108, ,"[2711, 2712, 2713]"
25650,부활한 구와르,2133008,95,99054, ,"[2711, 2712, 2713]"
25651,과거의 한자락,2133008,95,158486, ,"[2711, 2712, 2713]"
25652,이어지는 검은 마법사의 흔적 찾기,1032212,100,158486, ,[2712]
25653,군단장 반 레온,1032212,110,77941, ,"[2712, 2713]"
25654,가장 소중한 것을 잃어버린 자,0,110,194854, ,"[2712, 2713]"
25655,궁극의 비보,1032210,115,109317, ,"[2712, 2713]"
25656,시간을 뛰어넘은 만남,1032214,115,273292, ,"[2712, 2713]"
25657,운명의 수레바퀴,1032210,115,109317, ,"[2712, 2713]"
25658,위로,1032205,115,273292, ,"[2712, 2713]"
25659,변고 발생,1032212,130,301609, ,"[2712, 2713]"
25660,어둠에 휩싸인 운명,1032205,130,1131032, ,"[2712, 2713]"
25661,재래,1032209,0,1200000, ,"[2712, 2713]"
25675,"영웅의 증표, 루미너스",1032209,60,1200000, ,[2711]
25676,"완전한 영웅의 증표, 루미너스",1032209,100,1200000, ,"[2712, 2713]"
25677,실버 히어로즈 엠블렘,9010010,60,1200000, ,[2711]
25678,골드 히어로즈 엠블렘,9010010,100,1200000, ,"[2711, 2712, 2713]"
25679,고민이 있는 주민들,1032208,18,1200000, ,"[2700, 2710, 2711, 2712, 2713, 2004]"
25710,노바의 정수 한계치 돌파,0,30,1200000, ,[6100]
25711,최종 각성 카이저!,0,60,1200000, ,[6110]
25712,전대 카이저의 부름,3000011,100,1200000, ,[6111]
25713,카이저의 극의,3000011,200,1200000, ,"[6112, 6113]"
25720,"카이저, 각성하다",0,10,500, ,"[6100, 6110, 6111, 6112, 6113]"
25721,"카이저의 운명, 그리고 그란디스",3000001,10,800, ,"[6100, 6110, 6111, 6112, 6113]"
25722,카이저의 능력,3000001,10,700, ,"[6100, 6110, 6111, 6112, 6113]"
25723,커맨드 스킬 연습,0,10,800, ,"[6100, 6110, 6111, 6112, 6113]"
25724,변신? 실패?,0,10,900, ,"[6100, 6110, 6111, 6112, 6113]"
25725,티어는 어디에?,0,10,500, ,"[6100, 6110, 6111, 6112, 6113]"
25726,벨데로스의 조소,3000007,10,700, ,"[6100, 6110, 6111, 6112, 6113]"
25727,티어 위로하기1,0,10,800, ,"[6100, 6110, 6111, 6112, 6113]"
25728,티어 위로하기2,0,10,1000, ,"[6100, 6110, 6111, 6112, 6113]"
25729,자원 모으기 시합,3000014,10,1000, ,"[6100, 6110, 6111, 6112, 6113]"
